index,grid_point_id,IWI,total_buildings,with_coast,coast_length,mean_altitude,mean_slope
0,355,86.0,0,1,224.97654197908545,0.0,0.0
9,409,71.4,0,1,9835.966285442626,0.0,0.0
18,456,86.0,213,1,30905.368529732736,0.0,0.0
27,510,71.4,0,1,19870.17673134999,0.0,0.0
36,511,71.4,0,1,32765.24831278304,0.0,0.0
45,558,86.0,0,1,1127.174595940554,0.0,2.4999028595319253
54,560,86.0,0,1,19185.921640915,0.0,2.4999028595319253
63,561,76.1,332,1,21225.90022385432,0.0,0.0
72,562,76.1,233,1,21374.012317247587,0.0,0.0
81,611,71.4,0,1,11643.85644429023,0.0,0.0
90,612,71.4,0,1,17374.49884307607,0.0,0.0
99,658,86.0,76,1,29712.08111883201,0.0,0.0
108,659,86.0,334,1,34539.391946323485,0.0,0.0
117,660,86.0,476,1,47631.31908705097,0.0,0.0
126,663,76.1,349,1,10718.66492565185,0.0030864197530864,0.0
135,664,76.1,1125,1,40588.70483074136,4.110339506172839,7.936014041379929
144,665,76.1,16,1,1576.1569694967598,0.1404320987654321,0.7728973487896346
153,758,86.0,163,1,42090.75975067377,0.0,0.0
162,759,86.0,755,1,57019.3406746135,0.0,0.0
171,762,86.0,131,1,8588.639827536908,1.839506172839506,4.175944244544002
180,763,86.0,0,1,1360.1707227742536,17.513513513513512,26.994173480806293
189,764,86.0,85,1,2931.46170765798,7.615919629057187,11.18839845397457
198,765,86.0,42,1,7949.855263352958,0.0802469135802469,0.7193932572292869
207,766,76.1,375,1,17080.128059362472,0.0054012345679012,0.0798325464478417
216,767,76.1,377,1,27724.29137064031,0.0,0.0
225,768,76.1,46,1,16600.86648488231,0.2345679012345679,0.7116744234781163
234,857,86.0,121,1,6440.765025982077,0.0,0.0
243,858,86.0,737,1,83831.88011659001,0.0,0.0
252,859,86.0,13,1,23038.66972040194,0.0,0.0
261,865,86.0,453,1,25127.24869546791,21.228571428571428,38.70900096451067
270,866,86.0,437,1,21549.321578858915,0.6301158301158302,4.7459574388060775
279,867,86.0,2978,1,28471.328519431496,0.3961389961389961,3.117777539410625
288,868,86.0,240,0,0.0,0.0,0.0
297,869,76.1,1056,1,16825.768545693267,0.0,0.0
306,870,76.1,26,1,22494.57982551627,0.0,0.0
315,957,86.0,0,1,7600.652337537773,0.0,0.0
324,958,86.0,266,1,100168.46877689529,0.0,0.0
333,959,86.0,136,1,23332.792675807057,0.0,0.0
342,965,86.0,548,1,35925.5718296691,218.2993827160494,77.3804789576253
351,966,86.0,15721,1,24414.71169033932,110.06095679012346,70.80405400739119
360,967,86.0,7267,1,21479.077216649883,23.22067901234568,40.99217006863761
369,968,86.0,3585,0,0.0,76.91274131274132,56.60428016640589
378,969,86.0,50,0,0.0,0.4151234567901234,4.685228479543089
387,970,76.1,8,0,0.0,0.0,0.0
396,971,76.1,987,1,32040.678534357125,0.0,0.0
405,1057,86.0,5,1,15732.468343598808,0.0,0.0
414,1058,86.0,382,1,66202.0648166413,0.0,0.0
423,1059,86.0,0,1,7075.52772490391,0.0,0.0
432,1065,86.0,230,1,6392.944042719762,116.37422839506172,74.44208835779831
441,1066,86.0,1769,1,26680.85253530575,228.03240740740745,77.77826842783509
450,1067,86.0,479,0,0.0,310.1759259259259,79.85409324734945
459,1068,86.0,450,0,0.0,151.38966049382717,75.34837916943488
468,1069,86.0,82,0,0.0,407.5987654320988,80.72399590583794
477,1070,86.0,101,0,0.0,84.14440154440155,59.97714862371519
486,1071,76.1,674,0,0.0,0.3305019305019305,1.5924815907655698
495,1072,76.1,2606,1,47668.48634365219,0.0,0.0
504,1166,86.0,1256,1,72010.63809510144,251.820987654321,80.41985251210764
513,1167,86.0,5379,1,35507.06285370387,228.21682098765436,79.24968156208321
522,1168,86.0,155,0,0.0,418.0439814814815,79.67572034689361
531,1169,86.0,166,0,0.0,522.8603395061729,79.23256271052404
540,1170,86.0,2,0,0.0,355.99228395061726,80.37434982050553
549,1171,86.0,44,0,0.0,122.94135802469135,69.34973778598841
558,1172,76.1,26,0,0.0,5.422839506172839,22.82878905013693
567,1173,76.1,575,1,12612.696525196556,0.0,0.0
576,1174,76.1,172,1,7028.532283937967,0.0,0.0
585,1176,76.1,1,1,8095.178768605992,0.0,0.0
594,1177,76.1,433,1,41431.269589159725,0.0,0.0
603,1178,76.1,0,1,933.8326004729596,0.0,0.0
612,1259,86.0,0,1,4420.409142022699,0.0,0.0
621,1266,86.0,1,1,22080.189478761185,307.97067901234567,80.49406118282789
630,1267,86.0,1689,1,34086.5698507546,489.1967592592592,82.06212700899448
639,1268,86.0,2414,0,0.0,168.45679012345678,78.34179212824526
648,1269,86.0,193,0,0.0,133.56327160493828,74.77341934054269
657,1270,86.0,682,0,0.0,433.4212962962963,80.39810074954651
666,1271,86.0,270,0,0.0,192.56095679012347,77.40539584045688
675,1272,76.1,165,0,0.0,108.48533950617283,66.4097085644349
684,1273,78.4,0,0,0.0,60.310956790123456,49.75531327391487
693,1274,78.4,3,0,0.0,0.3672839506172839,1.947865709392767
702,1275,78.4,690,1,20457.131542282896,0.0,0.0
711,1367,86.0,6,1,16572.15405561314,282.016975308642,78.99010916896412
720,1368,86.0,2261,1,38886.12537673976,488.1612654320988,81.51625704879865
729,1369,86.0,1120,0,0.0,345.3595679012346,80.694383278824
738,1370,86.0,68,0,0.0,380.891975308642,81.01285603691562
747,1371,86.0,624,0,0.0,448.3109567901234,81.59113003613487
756,1372,86.0,572,0,0.0,386.36188271604937,81.83188059305282
765,1373,78.4,324,0,0.0,347.0601851851852,79.56019188576073
774,1374,78.4,10,0,0.0,53.178378378378376,54.02994835419079
783,1375,78.4,142,0,0.0,4.079475308641976,4.642045650151634
792,1376,78.4,978,1,26145.77440414907,0.0,0.0
801,1469,86.0,770,1,22645.678721039218,430.44058641975306,81.44434214282109
810,1470,86.0,240,0,0.0,572.1234567901234,82.14699644422402
819,1471,86.0,670,0,0.0,696.3055555555555,79.26911901416948
828,1472,86.0,457,0,0.0,687.0262345679013,81.42627211042264
837,1473,85.4,119,0,0.0,673.6905864197531,79.59288602498923
846,1474,78.4,170,0,0.0,532.9969135802469,80.8232503174307
855,1475,78.4,0,0,0.0,94.2199074074074,57.78241289984162
864,1476,78.4,17,0,0.0,0.0,0.0
873,1477,78.4,573,1,35025.729122445366,0.0,0.0
882,1478,78.4,120,1,8855.57442762293,0.0,0.0
891,1486,71.4,443,1,32026.55027549077,0.0,0.0
900,1569,73.0,927,1,41212.44137337495,170.570987654321,76.06827860096155
909,1570,73.0,938,1,2109.468020177332,257.61805555555554,79.89116014264552
918,1571,85.4,259,0,0.0,564.6118827160494,82.71329869038033
927,1572,85.4,146,0,0.0,645.9112654320987,81.0743454600424
936,1573,85.4,409,0,0.0,738.5655864197531,78.85773949625148
945,1574,85.4,288,0,0.0,713.545524691358,81.29122263319842
954,1575,85.4,430,0,0.0,597.1836419753087,82.08600197074945
963,1576,78.4,994,0,0.0,270.74845679012344,78.56648068619315
972,1577,78.4,382,0,0.0,25.969135802469136,21.59408521049077
981,1578,78.4,1930,1,20951.78626493067,0.0,0.0
990,1579,82.2,29,1,4803.588062340989,0.0,0.0
999,1580,82.2,68,1,7652.683777397448,0.0,0.0
1008,1586,71.4,381,1,21178.52287023263,0.0,0.0
1017,1587,71.4,628,1,43033.68842701866,0.0,0.0
1026,1669,73.0,0,1,1409.9205126470456,5.9359567901234565,21.602499546099423
1035,1670,73.0,5041,1,49042.568466062585,146.17283950617283,74.16340949190298
1044,1671,73.0,642,0,0.0,390.9421296296296,82.53842307971229
1053,1672,73.0,1748,0,0.0,439.1983024691358,81.78056470631688
1062,1673,85.4,1248,0,0.0,445.5679012345679,82.05988701035989
1071,1674,85.4,368,0,0.0,259.9012345679012,81.4599239077663
1080,1675,85.4,631,0,0.0,309.7199074074074,78.09726073146915
1089,1676,85.4,0,0,0.0,199.7021604938272,76.5202345244725
1098,1677,85.4,490,0,0.0,286.28317901234567,79.93846687378206
1107,1678,78.4,480,0,0.0,37.28395061728395,40.41623770807136
1116,1679,78.4,3599,1,47869.837710537606,0.0,0.0
1125,1680,82.2,358,1,38315.09815007022,0.0,0.0
1134,1681,82.2,258,1,28878.050225313807,0.0,0.0
1143,1686,71.4,30,1,9987.788962376146,0.0,0.0
1152,1687,71.4,932,1,62351.91699219264,0.0,0.0
1161,1688,71.4,318,1,54205.820355699485,0.0,0.0
1170,1765,74.7,0,1,9504.38550168008,0.0,0.0
1179,1766,74.7,0,1,23856.244613258845,0.0,0.0
1188,1770,73.0,103,1,17556.484482588505,0.1496913580246913,0.4937023401482048
1197,1771,73.0,918,1,54253.38045495348,97.0516975308642,60.59393932496423
1206,1772,73.0,1675,1,41864.23840903647,230.40740740740745,79.59681891005503
1215,1773,73.0,1542,0,0.0,244.76157407407408,81.2101521127388
1224,1774,85.4,1173,0,0.0,217.81635802469137,78.49587495873767
1233,1775,85.4,597,0,0.0,196.83641975308643,79.74083767911591
1242,1776,85.4,762,0,0.0,174.22376543209876,79.5431081538775
1251,1777,85.4,198,0,0.0,127.39891975308642,72.8621889100935
1260,1778,85.4,343,0,0.0,76.10339506172839,51.51957636439362
1269,1779,78.4,1494,1,41671.924015872166,50.61111111111112,26.18437154579025
1278,1780,78.4,0,1,6420.2560055011845,0.779320987654321,2.0906022191059264
1287,1787,71.4,241,1,40615.75393418664,0.0,0.0
1296,1788,71.4,235,1,35172.54196349107,0.0,0.0
1305,1866,74.7,0,1,3902.8230703766335,0.0,0.0
1314,1867,74.7,114,1,22846.3165130805,0.0,0.0
1323,1873,73.0,159,1,26800.06514603605,178.91126543209876,80.57504612661162
1332,1874,73.0,452,1,29912.49043967647,73.11111111111111,70.96249362981526
1341,1875,79.3,2032,0,0.0,61.37422839506173,66.31224422062026
1350,1876,85.4,817,0,0.0,171.679012345679,79.41350258419764
1359,1877,85.4,2246,0,0.0,174.5655864197531,79.62442253143146
1368,1878,85.4,1310,0,0.0,275.875,70.74007033118659
1377,1879,85.4,143,0,0.0,44.32330246913581,17.958077444358665
1386,1880,82.2,2227,1,38785.12625550969,0.0,0.0
1395,1888,71.4,314,1,24994.05820439919,0.0,0.0
1404,1889,71.4,544,1,47576.58923500757,0.0,0.0
1413,1967,74.7,16,1,24244.04837187476,0.0655864197530864,0.2435742042275966
1422,1968,74.7,0,1,5909.268365592598,0.0,0.0
1431,1973,73.0,0,1,1691.1431874367304,8.125096525096525,18.962503576060566
1440,1975,79.3,604,1,26940.78845481902,52.37065637065637,64.90527071414965
1449,1976,79.3,630,1,343.7294866234866,94.0841049382716,70.9977217572796
1458,1977,79.3,1172,0,0.0,135.77623456790124,76.15385240987099
1467,1978,85.4,396,0,0.0,287.5632716049383,80.87607307950425
1476,1979,85.4,1733,0,0.0,84.95370370370371,29.96556326600641
1485,1980,85.4,9246,0,0.0,0.0,0.0
1494,1981,82.2,21908,1,35024.880729559736,0.0169753086419753,0.1242325139305671
1503,1987,71.4,0,1,6403.782501195244,6.914351851851852,8.26788805566091
1512,1988,71.4,88,1,21425.7846581124,0.0,0.0
1521,1989,71.4,566,1,60343.17505356208,0.0,0.0
1530,1990,71.4,253,1,50500.11299583015,0.0,0.0
1539,2066,74.7,69,1,16833.12104352629,2.609567901234568,2.2306787033436697
1548,2067,74.7,232,1,48888.42798313231,3.6180555555555554,5.020115291775741
1557,2068,74.7,456,1,32116.358813489074,0.3225308641975308,0.865559672479523
1566,2069,74.7,138,1,36587.94162469924,0.0,0.0
1575,2077,79.3,1302,1,37340.51889384294,36.56327160493827,63.29511624181433
1584,2078,79.3,1734,1,48152.838790145215,42.77932098765432,45.848868467602806
1593,2079,79.3,2689,1,14743.476406819374,123.28626543209876,51.32952826689532
1602,2080,85.4,3401,1,17583.917385701137,0.0,0.0
1611,2081,85.4,21025,0,0.0,0.0,0.0
1620,2082,82.2,1474,1,94422.13981042568,0.0,0.0
1629,2088,71.4,110,1,13822.439623548544,78.30900621118012,67.20543878398793
1638,2089,71.4,168,1,33191.24957938838,24.34876543209877,24.613108020085598
1647,2090,71.4,54,1,8691.786617840817,4.989197530864198,5.2872836141128285
1656,2167,74.7,0,1,19667.23599066399,0.0,0.0
1665,2168,74.7,362,1,41452.18372357552,0.0,0.0
1674,2169,74.7,538,0,0.0,0.0,0.0
1683,2170,74.7,1186,1,33581.84440508098,0.0,0.0
1692,2171,74.7,968,1,22073.98002933576,0.0,0.0
1701,2172,74.7,0,1,1440.224835961826,0.0,0.0
1710,2177,79.3,80,1,11777.151770903858,0.811291569992266,6.020263488553592
1719,2178,79.3,0,1,2713.455775534904,1.4830246913580247,5.614635263454141
1728,2179,79.3,0,1,11053.629548116192,0.0416666666666666,0.3950321895321982
1737,2180,79.3,436,1,26125.365502619523,0.0084876543209876,0.0907823570272608
1746,2181,79.3,987,1,30544.912951492097,0.9891975308641976,1.5214233968043356
1755,2182,82.2,2136,1,69574.66590369851,0.0,0.0
1764,2183,82.2,131,1,10594.924519718306,0.0,0.0
1773,2267,85.4,0,1,4140.404575576513,0.0,0.0
1782,2268,74.7,0,1,50156.935112849394,0.0,0.0
1791,2269,74.7,1125,1,47665.67455882231,0.0,0.0
1800,2270,74.7,456,0,0.0,0.0,0.0
1809,2271,74.7,156,0,0.0,0.0,0.0
1818,2272,74.7,1069,1,26373.965901289408,0.0,0.0
1827,2273,74.7,242,1,20981.546675702844,0.0,0.0
1836,2276,79.3,0,1,2944.122960436,0.0,0.0
1845,2279,71.4,990,1,28137.72076878722,0.007716049382716,0.054836556187604
1854,2280,79.3,959,1,77408.94416950564,15.931167826759474,22.90918619980961
1863,2281,79.3,21,1,2149.133197102481,67.14737654320987,33.18725156075123
1872,2282,79.3,22,1,4391.626925355655,0.0,0.0
1881,2368,85.4,0,1,28169.60983646617,0.0,0.0
1890,2369,74.7,920,1,48961.317488968576,0.0,0.0
1899,2370,74.7,458,1,10690.137137315276,0.0,0.0
1908,2371,74.7,102,0,0.0,0.0,0.0
1917,2372,74.7,908,1,20953.352379353688,0.0,0.0
1926,2373,74.7,157,1,16318.855547205563,0.0,0.0
1935,2380,71.4,1286,1,19932.444313478583,0.0,0.0
1944,2381,71.4,585,1,12818.688827558262,10.903549382716047,7.911057078428165
1953,2469,85.4,137,1,34476.08006453676,0.0,0.0
1962,2470,85.4,1032,1,6124.306087653241,0.0,0.0
1971,2471,74.7,396,0,0.0,0.0,0.0
1980,2472,74.7,21,0,0.0,0.0,0.0
1989,2473,74.7,461,1,29376.485705439467,0.0,0.0
1998,2474,74.7,107,1,17209.10565562124,0.0,0.0
2007,2479,71.4,65,1,36873.37013687671,0.0,0.0
2016,2480,71.4,55,1,7085.259945528613,0.0,0.0
2025,2481,71.4,64,1,5677.902445109772,0.0,0.0
2034,2568,85.4,90,1,10330.788850790712,0.0,0.0
2043,2569,85.4,0,1,4485.160822612938,0.0,0.0
2052,2570,85.4,281,1,51345.11677059858,0.0,0.0
2061,2571,85.4,1297,0,0.0,0.0,0.0
2070,2572,74.7,560,0,0.0,0.0,0.0
2079,2573,74.7,346,1,216.7157548253586,0.0,0.0
2088,2574,74.7,336,1,46956.086343567775,0.0,0.0
2097,2575,74.7,270,1,25946.64153355668,0.0,0.0
2106,2577,74.7,0,1,3759.690440945312,0.0,0.0
2115,2581,71.4,0,1,1901.945128799072,0.0,0.0
2124,2582,71.4,2,1,31427.43200323383,0.0,0.0
2133,2583,71.4,0,1,1822.498969842421,0.0,0.0
2142,2669,85.4,0,1,791.8893012520714,0.0,0.0
2151,2670,85.4,0,1,57793.20600186583,0.0,0.0
2160,2671,85.4,962,1,57639.41396190599,0.0,0.0
2169,2672,85.4,1078,0,0.0,0.0,0.0
2178,2673,74.7,374,1,731.1434478694945,0.0,0.0
2187,2674,74.7,501,1,35245.19808529448,0.0,0.0
2196,2675,74.7,0,1,3523.443563317244,0.0,0.0
2205,2678,74.7,11,1,4253.982304653997,0.0,0.0
2214,2684,71.4,168,1,31726.10475003934,3.866512345679012,6.555964969357769
2223,2685,71.4,0,1,8997.107032953765,0.0,0.0
2232,2771,85.4,0,1,17687.309290838773,0.0,0.0
2241,2772,85.4,1361,1,22234.398931007185,0.0,0.0
2250,2773,74.7,509,0,0.0,0.0,0.0
2259,2774,74.7,1129,1,13813.17537662671,0.0,0.0
2268,2775,74.7,24,1,9533.062369094583,0.0,0.0
2277,2776,74.7,145,1,8170.577879103821,0.0,0.0
2286,2787,71.4,290,1,24333.532719988063,0.0,0.0
2295,2788,71.4,262,1,36040.51001936244,0.0,0.0
2304,2872,85.4,844,1,77859.0284124823,0.0,0.0
2313,2873,85.4,9963,1,12306.7885606099,0.0,0.0
2322,2874,74.7,1228,0,0.0,0.0,0.0
2331,2875,74.7,220,0,0.0,0.0,0.0
2340,2876,74.7,2726,1,45379.55489635393,0.0,0.0
2349,2877,74.7,864,1,27016.200384330543,0.0,0.0
2358,2881,71.4,489,1,21831.49993809841,0.0,0.0
2367,2882,71.4,231,1,27169.96035812773,1.7307098765432098,3.797857631125828
2376,2883,71.4,0,1,1.006742374445563,86.82947530864197,42.82102177368056
2385,2886,71.4,3,1,14495.085560084775,0.5810185185185185,1.62429339448827
2394,2887,71.4,55,1,9550.242140299248,0.0,0.0
2403,2888,71.4,198,1,14446.534045793916,0.0,0.0
2412,2889,71.4,346,1,32853.56601751246,0.0,0.0
2421,2890,71.4,138,1,12321.076725672683,72.99457364341086,19.281342248617456
2430,2972,85.4,150,1,39294.51044561288,0.0,0.0
2439,2973,85.4,1744,1,28338.586052124945,0.0,0.0
2448,2974,74.7,3464,0,0.0,0.0,0.0
2457,2975,74.7,350,0,0.0,0.0,0.0
2466,2976,74.7,218,1,7874.657116248636,0.0,0.0
2475,2977,74.7,940,1,26130.063456155774,0.0,0.0
2484,2978,74.7,346,1,32505.9016939152,0.0,0.0
2493,2982,71.4,271,1,18334.246178652626,0.0,0.0
2502,2983,71.4,969,1,20750.588556047784,0.0,0.0
2511,2987,71.4,115,1,15432.804819792596,6.978395061728395,6.004163151953595
2520,2988,71.4,129,1,18245.87928301147,0.0,0.0
2529,3072,85.4,49,1,9546.509792547478,0.0,0.0
2538,3073,85.4,420,1,82681.31409744495,0.0,0.0
2547,3074,74.7,1437,0,0.0,0.0,0.0
2556,3075,74.7,274,0,0.0,0.0,0.0
2565,3076,74.7,597,1,19996.095096414563,0.0,0.0
2574,3077,74.7,292,1,27108.09633775354,0.0,0.0
2583,3078,74.7,718,1,56809.276251809606,0.0,0.0
2592,3079,74.7,53,1,16917.068711205786,0.0,0.0
2601,3173,85.4,89,1,13885.704079790896,0.0,0.0
2610,3174,85.4,434,1,53520.9380780795,0.0,0.0
2619,3175,74.7,210,0,0.0,0.0,0.0
2628,3176,74.7,262,1,8735.782557830751,0.0,0.0
2637,3177,74.7,110,1,17563.400149325957,0.0,0.0
2646,3178,74.7,176,1,20256.201329760097,0.0,0.0
2655,3179,74.7,434,1,34736.73477026958,0.0,0.0
2664,3274,85.4,16,1,12156.94602809627,0.0,0.0
2673,3275,85.4,230,1,42985.5112773452,0.0,0.0
2682,3276,74.7,297,1,10325.913788875938,20.767746913580247,21.149945271315204
2691,3277,74.7,548,1,23880.42979376469,0.0,0.0
2700,3278,74.7,366,1,20109.901716707413,0.0,0.0
2709,3279,74.7,498,1,10416.169492594645,0.0,0.0
2718,3280,74.7,319,1,31964.072929317907,0.0,0.0
2727,3304,71.4,342,1,58691.68756317429,163.24922839506172,73.92512900517542
2736,3375,85.4,36,1,11510.997729520288,0.0,0.0
2745,3376,74.7,385,1,63255.47442651272,0.0,0.0
2754,3377,74.7,126,1,14090.53960862339,0.0,0.0
2763,3378,74.7,24,1,6769.604115127705,0.0,0.0
2772,3379,74.7,470,1,34490.94216937282,0.0,0.0
2781,3380,74.7,784,1,54838.89577494841,0.0,0.0
2790,3381,74.7,206,1,57512.94502261492,0.0,0.0
2799,3383,74.7,329,1,9763.180622418946,38.31944444444444,14.73138547559445
2808,3399,71.4,110,1,17859.528467738768,0.5856481481481481,1.9131901851649096
2817,3400,71.4,216,1,31821.492639246582,0.0,0.0
2826,3476,74.7,0,1,44434.79033489426,0.0,0.0
2835,3477,74.7,43,1,12000.582397456652,0.0,0.0
2844,3479,74.7,99,1,21919.341257256227,0.0,0.0
2853,3480,74.7,140,1,32384.4670048552,0.0,0.0
2862,3481,74.7,124,1,35028.50412212626,0.0,0.0
2871,3482,74.7,76,1,34216.86008922123,0.0,0.0
2880,3483,74.7,0,1,40739.13175407789,3.408179012345679,3.4102639740170613
2889,3484,74.7,485,1,42709.9469116377,22.53780864197531,12.359525218054552
2898,3485,74.7,26,1,8934.961781919039,0.0,0.0
2907,3500,71.4,6,1,23790.983931496598,242.23320463320465,61.48362573113684
2916,3501,71.4,49,1,14078.64203640856,130.09104938271605,26.25857457638145
2925,3573,74.7,46,1,41211.21494826255,0.0,0.0
2934,3577,74.7,0,1,31857.79398796346,0.0,0.0
2943,3580,74.7,39,1,48659.949517718414,0.0030864197530864,0.0537233586506673
2952,3581,74.7,13,1,29080.81685491171,0.0,0.0
2961,3582,74.7,0,1,1595.7707425613798,0.0,0.0
2970,3583,74.7,525,1,28629.909073670337,0.0,0.0
2979,3584,74.7,0,1,26614.20440109253,0.0,0.0
2988,3585,74.7,0,1,31776.645633943965,0.0,0.0
2997,3606,71.4,0,1,3440.4894748173974,34.52932098765432,23.82943576903598
3006,3674,74.7,48,1,6296.047933338978,0.0,0.0
3015,3680,74.7,0,1,9698.42173018746,0.0,0.0
3024,3683,74.7,444,1,10623.280948768224,0.0,0.0
3033,3684,74.7,472,1,30126.530126501737,0.0,0.0
3042,3685,74.7,306,1,23710.787655875705,0.0,0.0
3051,3706,71.4,330,1,81867.30141662047,0.0,0.0
3060,3707,71.4,0,1,20525.78048683498,0.0,0.0
3069,3782,74.7,0,1,4137.174884111806,0.0,0.0
3078,3783,74.7,3,1,11286.940728673162,0.9313271604938272,1.399785100570232
3087,3785,74.7,692,1,86393.57244965143,0.0,0.0
3096,3786,74.7,6,1,3163.8334150304418,0.0,0.0
3105,3807,71.4,0,1,7651.293997185476,0.1512345679012345,0.4056669341818555
3114,3883,74.7,4,1,16940.04925556791,0.0,0.0
3123,3884,74.7,33,1,6974.69782303682,0.0,0.0
3132,3886,74.7,197,1,27948.12827891302,0.0,0.0
3141,3891,71.4,0,1,6252.071851879921,0.0,0.0
3150,3992,71.4,147,1,25897.6051597649,0.0,0.0
3159,3994,71.4,1,1,16829.80386119148,0.0,0.0
3168,4080,74.7,0,1,6837.586559259327,0.0,0.0
3177,4084,74.7,0,1,1361.5023254084133,0.0,0.0
3186,4088,74.7,5,1,2184.258460349732,0.0,0.0
3195,4093,71.4,62,1,13194.9993210449,0.0,0.0
3204,4199,71.4,433,1,24777.869930913213,12.536265432098766,15.481960841633638
3213,4285,74.7,0,1,699.4616243380058,0.0,0.0
3222,4286,74.7,0,1,3024.5248786464163,0.0,0.0
3231,4292,71.4,0,1,1317.8886868801949,0.0,0.0
3240,4293,71.4,143,1,23938.026695563567,0.0,0.0
3249,4294,71.4,0,1,204.612707928186,1.8294753086419755,2.4339783463435194
3258,4300,71.4,380,1,14292.841760334171,4.988425925925926,7.166436837055667
3267,4306,71.4,135,1,14070.728843095932,0.0,0.0
3276,4384,74.7,11,1,15645.808135868354,0.0,0.0
3285,4391,71.4,12,1,5150.9598996352,0.0,0.0
3294,4395,71.4,0,1,4423.433459594253,0.0,0.0
3303,4396,71.4,20,1,24889.19992662706,0.0,0.0
3312,4398,71.4,63,1,32146.953752611087,0.0,0.0
3321,4492,71.4,0,1,1941.5411427868144,0.0972222222222222,0.3108887842406224
3330,4495,71.4,0,1,4104.62315727912,0.0,0.0
3339,4496,71.4,21,1,47325.4956295549,0.0,0.0
3348,4497,71.4,0,1,7944.680115458201,0.0,0.0
3357,4498,71.4,38,1,4363.478667490427,0.0,0.0
3366,4504,71.4,221,1,26317.37777352732,0.0,0.0
3375,4505,71.4,2,1,7115.842982842192,0.0,0.0
3384,4512,71.4,0,1,4716.3207073871445,0.0084876543209876,0.0794228618454564
3393,4597,71.4,82,1,33344.15706818488,0.0,0.0
3402,4598,71.4,1046,1,64283.148661031424,0.0,0.0
3411,4599,71.4,201,1,48948.91699727617,0.0,0.0
3420,4614,71.4,0,1,12467.947252398377,0.0,0.0
3429,4615,71.4,209,1,39862.10642578787,0.0,0.0
3438,4698,71.4,0,1,5518.937859641575,0.0,0.0
3447,4700,71.4,6,1,17024.933790747404,0.0,0.0
3456,4703,71.4,104,1,27963.903215820108,0.0,0.0
3465,4704,71.4,0,1,1456.113566733566,0.0,0.0
3474,4708,71.4,98,1,9521.06422537128,0.0,0.0
3483,4709,71.4,661,1,16917.523231949654,0.0,0.0
3492,4715,71.4,0,1,11288.77917742544,0.0,0.0
3501,4716,71.4,0,1,7291.419349664645,0.0,0.0
3510,4737,71.4,0,1,6481.483501402638,0.0,0.0
3519,4800,71.4,49,1,12282.676788726234,0.0,0.0
3528,4803,71.4,44,1,7625.3990978515,0.0,0.0
3537,4804,71.4,0,1,1926.448072109129,0.0,0.0
3546,4809,71.4,242,1,17130.78792013134,0.0,0.0
3555,4810,71.4,250,1,23596.377440952456,0.0,0.0
3564,4811,71.4,0,1,4133.720989876392,0.0,0.0
3573,4814,71.4,0,1,4197.952423990501,0.0,0.0
3582,4834,71.4,0,1,48902.83465735464,0.0,0.0
3591,4838,71.4,0,1,4496.966322713803,0.0,0.0
3600,4906,71.4,0,1,2716.4055954892515,0.0,0.0
3609,4912,71.4,0,1,10141.502127666,0.0,0.0
3618,4915,71.4,107,1,13988.190757646988,0.0,0.0
3627,4917,71.4,304,1,47598.178901277,0.0,0.0
3636,4920,71.4,0,1,21730.9913950545,0.0,0.0
3645,4935,71.4,0,1,14433.650545984096,0.0,0.0
3654,5016,71.4,180,1,15177.090805447728,0.0,0.0
3663,5018,71.4,0,1,2821.678273151326,0.0,0.0
3672,5019,71.4,0,1,10701.914427805372,0.0,0.0
3681,5020,71.4,0,1,1782.8076072057954,0.0,0.0
3690,5021,71.4,183,1,107203.6951620384,0.0,0.0
3699,5111,71.4,0,1,2895.179449113388,0.0,0.0
3708,5115,71.4,162,1,22629.28924806172,0.0,0.0
3717,5117,71.4,100,1,11610.403830424924,0.0,0.0
3726,5118,71.4,0,1,6572.577128644745,0.0,0.0
3735,5120,71.4,0,1,26110.098076015965,0.0,0.0
3744,5122,71.4,76,1,49388.931853765534,0.0,0.0
3753,5123,71.4,0,1,10886.46155601655,0.0,0.0
3762,5221,71.4,0,1,1516.3993181709857,0.0,0.0
3771,5223,71.4,0,1,10173.16616018138,0.0,0.0
3780,5331,71.4,0,1,17774.293574457533,0.0,0.0
