index,grid_point_id,IWI,total_buildings,with_coast,coast_length,mean_elev,mean_slope
0,899,33.4,0.0,1,668.7424704285302,0.0081491087391901,0.0047111257446156
25,1333,36.7,0.0,1,5457.737332345861,4.050314224108163,0.5285975950729352
50,571,28.7,0.0,1,1363.143498273032,0.0159989564229863,0.0099328184558465
75,694,53.1,0.0,1,3892.5283562155305,0.0205415857766591,0.0155410885444042
100,948,53.1,0.0,1,2577.9407544609207,0.3086379017963336,0.0832668858290298
125,445,28.7,1.0,1,5629.354663893207,0.1675631709394495,0.1047784248245678
150,780,53.1,1.0,1,250.5049176095588,0.0,5.4632748127653226e-05
175,1316,41.9,6.0,1,14254.620432134268,1.1257587035090275,0.2052432521188066
200,1274,41.9,18.0,1,15859.537819967856,1.2606717259689535,0.4557766256013996
225,1414,53.1,27.0,1,1593.112998446437,605.9055869737034,15.723595007711728
250,643,32.7,65.0,1,6256.006270506183,1.323493527520507,0.1548977201007512
275,942,33.4,75.0,1,34404.65905829667,1.2369840624304602,0.6870020708481365
300,907,53.1,84.0,1,3388.8445546812454,0.0916045763921394,0.035257236368515
325,726,32.7,100.0,1,1567.7370486364891,0.037584119213327,0.0151764568654035
350,1232,41.9,116.0,1,32168.909771054703,0.74126963421091,0.3427602863794016
375,323,30.8,140.0,1,4307.520924430258,0.1431388648030632,0.048459421531737
400,903,33.4,166.0,1,8887.829649985688,9.427321767021432,0.6825895289324053
425,619,30.8,201.0,1,8928.46709283063,0.4920542353112698,0.2024785643478411
450,235,28.7,255.0,1,6394.768384816004,2.45835283645767,0.366520936763837
475,810,32.7,259.0,1,13871.807340759033,12.728125167854758,1.6907531451185918
500,1328,53.1,306.0,1,3481.787430067905,136.14764312735477,9.627593595813414
525,1290,36.7,355.0,1,10183.7247648786,13.34051304087599,1.4818503445338818
550,572,28.7,376.0,1,57811.67436292616,28.410187153260026,3.631484469118561
575,281,30.8,389.0,1,8829.81107496186,0.7909316226855226,0.1668926361398009
600,851,32.7,424.0,1,15876.246445411858,16.28185787401877,1.179708901481726
625,1105,41.9,538.0,1,6190.745140490419,0.2125674296544686,0.0997615233490765
650,576,30.8,567.0,1,6465.4558750378,0.1172642935520752,0.0723918757577443
675,1369,32.0,603.0,1,2815.279919238182,1320.4993209076051,20.396852771234105
700,771,32.7,629.0,1,13305.708976076605,104.5231083248287,4.896651345523745
725,535,30.8,634.0,1,12009.980775728734,1.193123134414254,0.3060498511847668
750,645,32.7,685.0,1,9898.81298438624,50.15447241810606,3.008322238933096
775,786,30.8,693.0,1,5529.753764896122,0.5269680251072352,0.093084178621922
800,820,53.1,752.0,1,10943.651296334603,7.378856822768395,0.5575042826942703
825,644,32.7,777.0,1,15663.023427135227,151.28897107910467,4.0684319871701415
850,852,32.7,868.0,1,13614.210920246089,18.52056844253804,2.14222453595353
875,529,28.7,937.0,1,17125.554686492687,32.26414775822776,1.8985537394203544
900,238,28.7,1020.0,1,13223.504976059174,86.74620360494471,6.070587242271007
925,1038,36.7,1123.0,1,11351.359462092409,28.70840463164033,1.8134230812762333
950,737,53.1,1143.0,1,13215.178916652994,33.220900699043135,1.3194644138319995
975,1288,53.1,1158.0,0,0.0,1922.1862554768609,20.71517445384857
1000,768,32.7,1170.0,1,13012.344827869898,19.140928937009384,1.29764677220095
1025,1358,41.9,1210.0,1,5138.699974167608,2.582269933471965,1.0636080811994997
1050,1332,36.7,1247.0,1,12320.478914056432,249.2061448270041,10.240126303512096
1075,996,36.7,1262.0,1,13237.906706524189,17.47392208469855,1.7572715880403005
1100,977,32.7,1285.0,1,10488.05895204701,29.505160334865447,1.6108539203198258
1125,736,53.1,1399.0,1,15579.50022940096,75.11363479408537,2.4499207725539245
1150,698,28.7,1420.0,1,9358.84422833988,2.185050759279011,0.2775976602964986
1175,778,53.1,1683.0,1,12250.113481388047,63.05383629652934,1.967845502643473
1200,729,32.7,1726.0,1,14340.872863410415,167.59464706378864,5.607660123848037
1225,822,53.1,1746.0,1,14056.127297814208,82.01700416663469,3.609191918416832
1250,898,33.4,1772.0,1,13420.008988958976,149.81459626614284,8.847643511022783
1275,408,30.8,1789.0,1,6462.739113728758,1.6389300266265605,0.319840708231981
1300,1407,32.0,1892.0,1,1418.522750421711,403.3978790831869,8.505580451347058
1325,989,53.1,1894.0,1,6927.5848697150805,11.062844821632735,1.0062678165836665
1350,685,32.7,2156.0,1,23188.245089839987,65.41918800500304,1.997733960758435
1375,321,28.7,2201.0,0,0.0,586.760867396659,22.96621035750186
1400,828,30.8,2273.0,1,12311.509732792883,6.424774211370385,0.7757851885920151
1425,448,30.8,2305.0,0,0.0,963.5330990400628,23.59246207441625
1450,1319,41.9,2378.0,0,0.0,476.50938068308255,14.957181689827426
1475,1063,41.9,2388.0,1,21351.13259766121,27.585523438279324,2.344528606287552
1500,1363,32.0,2453.0,1,16357.776128504564,645.5316334282272,12.45088569762356
1525,1374,36.7,2521.0,1,22099.95342847729,436.7661773620522,11.11318878001243
1550,614,28.7,2621.0,1,30024.108118816977,9.534725792466295,1.652630931507585
1575,1366,32.0,2643.0,1,13244.903852684924,328.1679084721572,6.947333411345831
1600,1406,32.0,2648.0,1,30432.164296440456,568.6329985190414,17.7600252453557
1625,406,30.8,2667.0,0,0.0,1123.5245278965017,24.821720981269326
1650,686,32.7,2702.0,1,1775.6441995033936,323.68590633896304,6.015735184659418
1675,856,33.4,2782.0,1,14719.516332086963,3.9700662211002062,0.5264421001795566
1700,1321,32.0,2812.0,0,0.0,697.7893816038858,16.17472625286792
1725,364,30.8,2817.0,0,0.0,631.8953890777389,23.80374037952441
1750,940,33.4,2823.0,0,0.0,564.9271798098541,16.887412619608504
1775,451,30.8,2949.0,1,11063.83467310182,5.666999178950438,0.695691252273233
1800,1277,41.9,2998.0,0,0.0,545.8324598491417,15.226937715333676
1825,779,53.1,3051.0,1,12226.911716781238,118.55842880272556,3.137174985228781
1850,280,30.8,3083.0,1,5534.577727679483,380.68542291725817,19.61981568588332
1875,656,28.7,3125.0,1,11639.086163349875,8.19118177423439,1.0683849878377238
1900,279,28.7,3181.0,0,0.0,342.48393582001364,21.20378718702281
1925,864,53.1,3195.0,1,11367.77970433246,282.5344879182941,7.621326378711029
1950,897,33.4,3203.0,0,0.0,443.7727764519916,15.789561927855065
1975,405,28.7,3300.0,0,0.0,834.0059468543059,24.598556640909752
2000,1362,41.9,3360.0,1,19492.49665509958,659.4328542598661,11.219443719738186
2025,1404,41.9,3423.0,1,5967.621022038986,540.8729291518634,11.052653639858503
2050,403,28.7,3530.0,1,12105.911983898846,3.902555996347481,0.789282329785683
2075,743,30.8,3595.0,1,13316.56444672178,125.222258883833,9.370036294994668
2100,277,28.7,3597.0,1,18328.46643526108,43.63142548016053,5.445701863091903
2125,365,30.8,3609.0,1,13769.544863238534,32.22926466187337,3.6298553187897578
2150,577,30.8,3681.0,1,25057.00311443933,3.80255676368352,1.204646483490765
2175,870,36.7,3817.0,1,13249.61439358402,43.15695858687395,3.360924419318452
2200,1318,41.9,3837.0,0,0.0,69.68286001488632,3.854334681286976
2225,855,33.4,3919.0,1,2883.4285649946405,108.292554538409,4.952235729468006
2250,363,28.7,3929.0,0,0.0,796.1400004604017,24.86922483713293
2275,530,28.7,3948.0,1,50378.86179057587,108.7841406987362,7.673197815394295
2300,1234,41.9,3981.0,0,0.0,367.83751659364185,12.815953491762649
2325,616,30.8,3985.0,0,0.0,568.103459918202,20.57206436414699
2350,944,33.4,4021.0,1,15463.258463995991,32.79958717321077,2.273351714228712
2375,1373,36.7,4141.0,1,13751.194461428297,1433.0094766000875,13.733394848105831
2400,954,36.7,4257.0,1,18464.0287780276,33.16113289492868,3.241441325649742
2425,446,28.7,4278.0,1,16375.476711064468,177.56325534641385,10.610916506165545
2450,1278,41.9,4319.0,0,0.0,633.6218030862256,12.764493059445522
2475,658,28.7,4529.0,0,0.0,452.1797024270839,17.642528832651685
2500,531,28.7,4611.0,0,0.0,575.7385455912707,18.59189424574704
2525,893,32.7,4639.0,1,22197.209192064704,85.17564321943509,4.5740556011694204
2550,1156,33.4,4706.0,0,0.0,319.71980724518687,14.563052961533444
2575,236,28.7,4708.0,1,15727.88437322142,25.42961610177945,3.642291198271959
2600,906,53.1,4813.0,1,23493.341834237348,196.44065039402705,6.712061947038467
2625,1405,32.0,4826.0,1,18059.46983114849,559.2835229932244,11.990623153597657
2650,1285,53.1,4827.0,1,19474.525928383115,730.2676007704054,18.369999846532792
2675,1289,36.7,4903.0,1,3092.262436417946,523.2369840624305,14.4987655481465
2700,1205,36.7,4955.0,1,11728.46223375249,450.4746126871341,12.394445254410265
2725,1022,41.9,5041.0,0,0.0,558.0538286231689,22.47359980356197
2750,827,30.8,5137.0,0,0.0,251.7199376923136,14.027955011088006
2775,854,32.7,5154.0,0,0.0,443.0335709517269,12.887137337804344
2800,943,33.4,5159.0,1,37925.67301185298,3.1129365182894544,1.2061853519386745
2825,319,28.7,5210.0,1,14812.595473691155,131.19448131920413,8.45470799027018
2850,863,53.1,5223.0,1,13375.093298064492,156.98466862593136,5.744694830457102
2875,657,28.7,5331.0,0,0.0,271.3417791453411,15.669328043830234
2900,1246,53.1,5358.0,0,0.0,1619.4141542805842,19.25983149300573
2925,659,30.8,5379.0,1,25752.11175062266,98.30101825492436,6.62139016351931
2950,1024,33.4,5538.0,0,0.0,462.0032151380054,17.0119148103529
2975,1359,41.9,5608.0,1,16494.398789125695,14.614996815555436,1.972409953115768
3000,1247,36.7,5631.0,1,14305.45549993754,285.7011609794277,10.753256382317508
3025,1239,32.0,5669.0,0,0.0,557.1543496443397,12.353316042694578
3050,1153,33.4,5726.0,0,0.0,341.23683059522256,4.4698580811995
3075,615,28.7,5790.0,0,0.0,379.693740839926,17.138396728079126
3100,1284,53.1,5821.0,0,0.0,679.7011993462297,18.81761765179825
3125,785,30.8,5879.0,1,6593.504556329803,206.98683251356263,11.578316234528588
3150,404,28.7,5920.0,1,255.15640052194257,292.1110565449927,15.790930663515471
3175,1322,32.0,5961.0,0,0.0,425.2309374544394,8.77106433345355
3200,687,32.7,5976.0,1,12585.814944219186,260.00689835099485,7.906301075805127
3225,912,36.7,5982.0,1,13258.675345636251,115.8922123065354,6.698095951535056
3250,1372,53.1,6037.0,1,16279.043647956514,1120.1108570376225,16.76667804881792
3275,1115,53.1,6090.0,0,0.0,740.9233431296568,18.831575494356244
3300,488,28.7,6103.0,1,21447.493667444814,143.14690648475687,7.986157257847929
3325,821,53.1,6191.0,1,1603.2616362292056,220.07050283530663,5.3402118614804985
3350,489,28.7,6242.0,0,0.0,618.5480313993908,15.415677442622448
3375,322,30.8,6312.0,1,8225.041787571448,457.0285525740288,19.69830457102079
3400,728,32.7,6365.0,0,0.0,408.9709870243476,9.811377291457248
3425,1329,53.1,6383.0,1,13731.157466515526,374.3167102769316,15.565126687180117
3450,1021,41.9,6403.0,1,20351.73149118481,187.62046792151688,12.269706148663683
3475,1365,32.0,6474.0,1,25018.86281472968,300.0759202277453,6.383362524075168
3500,407,30.8,6497.0,1,10382.091651816245,281.8923734471037,15.874484925683504
3525,1402,41.9,6509.0,1,3602.9904061001976,94.43283891314525,3.624957077140292
3550,1235,41.9,6524.0,0,0.0,430.1603578855288,14.766388379463018
3575,1197,32.0,6530.0,0,0.0,840.1847284781425,17.81299828884063
3600,1203,53.1,6578.0,0,0.0,707.8041298025645,22.51281067517898
3625,1324,32.0,6647.0,1,35111.887224828264,246.7819077508613,7.137453863920626
3650,1072,33.4,6659.0,0,0.0,833.7041766100629,17.386090883280517
3675,941,33.4,6681.0,1,31556.288553361854,77.93759255990976,3.8236453161808153
3700,1279,32.0,6682.0,0,0.0,550.9733043791867,10.20031978729445
3725,278,28.7,6729.0,0,0.0,267.31109337712263,15.142342753662112
3750,1108,33.4,6788.0,0,0.0,661.6973626660323,19.03518427574988
3775,1163,36.7,6818.0,1,12216.223327940414,567.7770351670107,12.51070337858058
3800,1195,32.0,6903.0,0,0.0,327.48347541839,4.23824920772554
3825,1286,53.1,6904.0,1,11318.880490314434,41.43294634019076,2.987247354609004
3850,1237,32.0,6913.0,0,0.0,364.820704261017,6.1212227883457
3875,1198,32.0,7038.0,0,0.0,372.55792236093953,13.82505889304103
3900,812,32.7,7093.0,0,0.0,294.4043477259996,9.010723521151618
3925,980,33.4,7114.0,0,0.0,659.0579261976197,21.82409972299169
3950,1240,32.0,7130.0,0,0.0,462.66584050153085,11.847813284121516
3975,573,28.7,7146.0,1,1542.4807896103794,365.3738768118722,17.643599266426747
4000,1111,33.4,7207.0,0,0.0,498.1337543450403,10.987925008248862
4025,1152,33.4,7215.0,0,0.0,408.6060496773352,3.9637800603893454
4050,978,32.7,7221.0,1,19497.46909831952,7.133946179050192,1.2547378204587134
4075,1320,41.9,7237.0,0,0.0,752.9305791085089,11.914842964679522
4100,853,32.7,7253.0,0,0.0,120.09272488700977,6.545454109468159
4125,1155,33.4,7408.0,0,0.0,1031.6752020012125,20.703044789404625
4150,979,32.7,7425.0,1,4111.808758127495,394.0550793809133,20.56552857943079
4175,1275,41.9,7426.0,1,3320.8328586572043,43.958901481725896,3.538423632799012
4200,1236,41.9,7468.0,0,0.0,467.8709801183232,10.069324974486078
4225,935,32.7,7545.0,1,22952.17585605441,88.4818256459051,4.081668054266005
4250,449,30.8,7588.0,0,0.0,351.46108455275817,16.258718855748498
4275,447,28.7,7603.0,0,0.0,797.406511613631,16.436834815570784
4300,1150,41.9,7651.0,0,0.0,503.3647992265253,16.145385241058616
4325,1276,41.9,7653.0,0,0.0,205.16585968493183,10.381213503579623
4350,1368,32.0,7703.0,1,15105.647726917208,1129.7034322941045,16.077966137460578
4375,937,32.7,7721.0,0,0.0,532.3810897706433,17.560381672946033
4400,988,53.1,7780.0,1,10058.100033867311,483.09725984300303,17.967052508805182
4425,1364,32.0,7815.0,1,1262.18676682667,450.92107181498,10.441914580152083
4450,1073,53.1,7858.0,0,0.0,637.7964180753678,19.632116082596053
4475,813,33.4,7868.0,1,13051.718291288851,46.14165790624688,2.561645859071063
4500,237,28.7,7880.0,1,19788.91147005608,99.76039932167494,9.420512618841167
4525,1326,32.0,7936.0,0,0.0,958.8997168530016,19.02564053375895
4550,1068,33.4,7937.0,0,0.0,619.6389990868701,13.92600194903354
4575,1193,41.9,7947.0,0,0.0,475.6958817074761,15.297121147013913
4600,1067,33.4,8273.0,0,0.0,638.5316564483084,16.060583098656394
4625,1112,33.4,8283.0,0,0.0,668.0929550878216,17.132137184337136
4650,895,32.7,8327.0,0,0.0,176.31932689282618,9.471713116074923
4675,896,32.7,8439.0,0,0.0,397.8923811204641,11.69074918854214
4700,1025,33.4,8447.0,0,0.0,353.996462580858,14.408621787739504
4725,1120,53.1,8554.0,0,0.0,1080.667436560493,25.106416080294043
4750,1029,33.4,8607.0,0,0.0,470.9001312144628,14.021246575762923
4775,1245,53.1,8648.0,0,0.0,967.3893156129864,20.04596342876436
4800,1361,41.9,8758.0,0,0.0,225.1189907996409,8.619280468995788
4825,905,53.1,8805.0,1,12574.491463769498,41.41486022974041,2.117757306957436
4850,450,30.8,8960.0,1,12477.16223381488,113.16173909039986,10.03179840547571
4875,1077,53.1,8982.0,0,0.0,749.9707338034546,24.3313491302246
4900,1078,36.7,9072.0,0,0.0,512.0097298209805,22.719463862309222
4925,1113,33.4,9091.0,0,0.0,446.117302660354,16.939593388632684
4950,1069,33.4,9145.0,0,0.0,287.9576353772608,12.81322081629208
4975,701,30.8,9218.0,1,32346.84746317531,23.882344365067794,4.324220098832882
5000,1204,53.1,9236.0,0,0.0,1351.4026902801545,19.056880702265943
5025,617,30.8,9285.0,1,28128.609081152303,84.95602397157788,9.45219304640081
5050,493,30.8,9286.0,1,19221.421005934597,71.19641500602359,6.497932508958648
5075,574,30.8,9286.0,0,0.0,201.70739942142865,13.626409979972529
5100,1327,53.1,9300.0,1,19291.89479010052,1033.9667436560494,19.534480244933665
5125,1109,33.4,9328.0,0,0.0,642.7051664735537,11.472511145555972
5150,939,33.4,9333.0,0,0.0,461.2104879489875,14.986571619309244
5175,1242,32.0,9384.0,0,0.0,435.7180193522149,13.162642628586337
5200,984,33.4,9408.0,1,1062.454296547534,29.201402690280155,4.101747799663907
5225,575,30.8,9504.0,1,44448.42704688938,37.979665594954,7.017077063558444
5250,1287,53.1,9512.0,1,5415.54565214143,684.0941137652412,18.968132534280738
5275,699,28.7,9575.0,1,3024.0598899512506,142.5687111056545,12.493106444855396
5300,1282,32.0,9661.0,0,0.0,262.9309627765287,9.390023480482808
5325,1192,41.9,9695.0,0,0.0,269.44573015860834,16.408418443689044
5350,1403,41.9,9706.0,1,15006.103891861592,193.99278704122895,5.420601821655758
5375,1157,32.0,9783.0,0,0.0,457.6534096576914,14.415069328811166
5400,1030,53.1,9787.0,0,0.0,995.7682491693588,19.68079779928024
5425,1280,32.0,9808.0,0,0.0,317.65366287858444,6.558982243844047
5450,770,32.7,9818.0,0,0.0,434.0892028145886,10.955684425380406
5475,1375,36.7,9824.0,1,16352.974579186372,77.45820704261017,3.5895565085442867
5500,953,36.7,9879.0,0,0.0,501.1786665234306,18.21442438286999
5525,910,53.1,9924.0,0,0.0,805.1106114900898,21.22351923327783
5550,1026,33.4,9945.0,0,0.0,235.16239899939384,11.58778228374552
5575,1162,53.1,10015.0,0,0.0,1492.517614198786,19.623368451746074
5600,1154,32.0,10188.0,0,0.0,575.4640541432309,14.078620291434229
5625,826,28.7,10263.0,0,0.0,310.6003790640035,13.502960957942312
5650,911,36.7,10436.0,0,0.0,358.6818471313142,17.78310671342301
5675,320,28.7,10491.0,0,0.0,244.7386760383975,14.955083025759471
5700,811,32.7,10716.0,0,0.0,126.79106206981224,6.273302077178659
5725,532,30.8,10847.0,0,0.0,233.53118069996395,14.351520476362213
5750,868,53.1,10928.0,0,0.0,668.0239562311523,18.024932666262536
5775,1243,53.1,10930.0,1,2329.794587864324,299.0837624020687,10.998381880126765
5800,869,36.7,10965.0,0,0.0,420.4121361868003,16.86234566953906
5825,1065,41.9,11072.0,0,0.0,409.7818540373386,18.97025805511008
5850,1023,41.9,11297.0,0,0.0,478.845995656878,17.232023234935276
5875,1066,41.9,11418.0,0,0.0,582.2912577405023,15.380191987477076
5900,1107,41.9,11458.0,0,0.0,195.3815655189877,14.431134467967556
5925,362,28.7,11475.0,0,0.0,246.47491194818943,14.799747354609003
5950,867,53.1,11573.0,1,12756.092017011651,85.5297764750117,6.611116013535808
5975,1244,53.1,11621.0,0,0.0,90.62662195655344,3.936627155255101
6000,938,33.4,11816.0,0,0.0,288.9721380284068,10.83022786043692
6025,1032,53.1,12051.0,1,8654.697182487702,4.133117456127562,0.3068900841479884
6050,783,28.7,12112.0,1,20355.57755898528,278.22493688661075,9.227260955640304
6075,994,53.1,12140.0,0,0.0,458.7067164923535,16.323297856830443
6100,946,33.4,12317.0,1,10088.005238211555,15.812386338349151,1.6915090910137276
6125,1323,32.0,12451.0,1,3143.312446851376,258.27127631003447,5.2179833833380656
6150,727,32.7,12509.0,1,11628.058977367396,243.67528640817676,7.027417875860375
6175,952,53.1,12660.0,0,0.0,654.4573783196876,18.73273493911189
6200,1325,32.0,12719.0,0,0.0,363.7651184383177,10.263403442269473
6225,1317,41.9,12821.0,1,44472.90472916864,23.87784777587649,2.3870198394733007
6250,1194,41.9,12861.0,0,0.0,356.5586359834562,4.280752430536905
6275,741,28.7,12918.0,1,11841.445853571013,319.82825484764544,11.545618127546597
6300,995,36.7,13090.0,0,0.0,426.76794990830336,16.318396497878314
6325,1281,32.0,13154.0,0,0.0,272.9232280292508,5.008797507692544
6350,1200,32.0,13283.0,0,0.0,430.7645813030901,13.044713630190069
6375,1331,36.7,13288.0,0,0.0,926.166504247205,13.662153451861174
6400,1201,53.1,13359.0,0,0.0,156.47148195609304,7.500794672385878
6425,982,33.4,13724.0,0,0.0,182.6041159905157,9.116059575970104
6450,784,30.8,14423.0,0,0.0,362.1275926366434,11.297852993761555
6475,1158,53.1,14740.0,0,0.0,614.2161892557608,14.71204468197758
6500,1151,33.4,14776.0,0,0.0,659.7242117540535,12.980281382125677
6525,1114,33.4,14898.0,0,0.0,203.40510738867872,10.02024903891161
6550,1283,32.0,15364.0,0,0.0,343.9352521849894,11.27311120233884
6575,1196,32.0,15390.0,0,0.0,349.0493857475004,7.043260967150344
6600,700,30.8,15506.0,0,0.0,224.27446075459827,11.96381435071861
6625,1036,36.7,15577.0,0,0.0,451.6270823581771,17.91484871969982
6650,1330,53.1,15627.0,1,4462.02494326963,1428.8312551315598,16.452110557776567
6675,490,30.8,15891.0,0,0.0,371.2156828139748,15.15062710537826
6700,1106,41.9,16540.0,1,33841.57615140756,52.843386714343815,6.294940953491762
6725,951,53.1,16874.0,1,12413.326105190414,29.107864427068545,2.6496329256221176
6750,825,53.1,17356.0,1,15010.414340099347,59.73088757759686,5.622277395814949
6775,534,30.8,17660.0,1,11561.647099846032,1.745267454976558,0.407283865416932
6800,769,32.7,17735.0,0,0.0,207.12136186800285,9.888473461683075
6825,1064,41.9,17974.0,0,0.0,177.41302629660606,12.640895366057658
6850,1116,53.1,18129.0,1,3769.9901811532886,371.0493550540588,13.655730849210794
6875,1121,36.7,18270.0,1,12467.795607077367,264.8908157549436,11.659395837969322
6900,1110,33.4,18928.0,0,0.0,455.0831562065976,7.050672953706616
6925,1241,32.0,18933.0,0,0.0,316.5307816852234,11.347635837662388
6950,1367,32.0,19397.0,1,14792.242861864966,559.886042924778,11.265317945687956
6975,742,30.8,20160.0,0,0.0,313.856822768395,10.237745643449635
7000,1035,53.1,20519.0,0,0.0,347.13957842557994,17.385814642306304
7025,1079,36.7,20595.0,1,13006.874513018764,327.6401654376501,10.034816913620984
7050,492,30.8,21176.0,1,10060.799932019729,56.152638484971725,4.818362926926589
7075,909,53.1,21489.0,1,16177.280421918897,70.35232234252346,5.341619923112929
7100,361,28.7,21904.0,1,15539.248389942337,118.7992341986326,6.889618231136962
7125,981,33.4,22291.0,0,0.0,366.4156889526631,14.472316434035957
7150,1233,41.9,22795.0,1,8871.669823635544,48.92252975345493,3.3222518818916367
7175,1031,53.1,23098.0,1,8328.169928096697,341.80508897261376,12.629792972736553
7200,1149,41.9,23405.0,0,0.0,57.252438210265424,4.485254199246476
7225,945,33.4,23996.0,1,17649.400333094203,163.42015484841278,9.039547540304325
7250,491,30.8,24117.0,0,0.0,98.32100735875262,2.8391889066228773
7275,1199,32.0,24195.0,0,0.0,154.10058240805395,6.632940968838484
7300,1071,33.4,25573.0,0,0.0,146.5004488915831,8.719507984131491
7325,936,32.7,25605.0,1,12464.826597291098,63.54940493090139,5.140738062169566
7350,1191,41.9,25941.0,0,0.0,73.01279916513839,6.54548192539959
7375,987,33.4,26484.0,0,0.0,575.6604077623714,15.176782713453704
7400,985,33.4,26542.0,0,0.0,7.769845228320839,1.7255057943462682
7425,1070,33.4,26739.0,0,0.0,127.09321598207504,9.803927417684026
7450,1074,53.1,26845.0,1,16031.575853695216,48.65199008601837,3.223226206827756
7475,1238,32.0,29670.0,0,0.0,278.67844783265934,4.274842983862923
7500,1027,33.4,30734.0,0,0.0,69.3375894905656,5.51623251433
7525,993,53.1,32272.0,1,8939.921922687661,129.2401608336339,8.609909377613738
7550,1119,53.1,36674.0,0,0.0,995.6981683688738,23.373922852034596
7575,992,53.1,37507.0,1,10345.084947173124,4.157664536030263,0.4949428358629845
7600,986,33.4,40186.0,1,930.9473308593006,80.89319449666593,5.92183243682906
7625,1161,53.1,40517.0,0,0.0,1036.7727150651083,20.92885643910037
7650,1028,33.4,40716.0,0,0.0,49.87038159621243,3.31459602635032
7675,894,32.7,40840.0,1,12923.364826047567,29.40198433099808,3.2319839089632523
7700,1117,53.1,41831.0,1,20977.75165671945,12.512150766185036,1.3525773618603294
7725,1037,36.7,45747.0,1,11102.621943500892,166.67903868140974,9.23846502098664
7750,1202,53.1,47633.0,0,0.0,120.02173862999824,4.008179802180769
7775,533,30.8,47688.0,1,6728.262017814446,59.84757636911933,6.485548184866599
7800,1190,41.9,50496.0,1,24434.33618049413,5.9522793717052505,1.2460347910160297
7825,1034,53.1,52534.0,1,13373.006328752708,39.95611605190261,3.467934465665549
7850,1360,41.9,56122.0,1,12535.204028384316,42.6497648115039,2.4085841403150683
7875,1148,41.9,89256.0,1,19896.761144974345,123.721948112737,9.08670993163036
7900,983,33.4,97619.0,1,8130.354545899371,41.89123011640488,4.504061125988905
7925,1076,53.1,103463.0,1,12806.655887585524,120.27468328204972,6.099569044896832
7950,1159,53.1,170524.0,0,0.0,131.42802004281734,7.1516232034744975
7975,1118,53.1,277305.0,1,18853.7394670768,124.9363648222466,6.479317416226088
8000,1160,53.1,300289.0,0,0.0,150.24329923803532,4.9284861994613305
